geo,nace_r2,AIIE_Index,Total_Employment
MT,P,0.6364346901558272,24.5
MT,Q,0.5819921728810618,27.0
MT,R,0.663860822128799,14.9
MT,S,0.4768337366528581,4.3
MT,T,0.38971642663163125,3.8
NL,A,0.34019698943137033,177.0
NL,B,0.6723330159221672,13.3
NL,C,0.4836916567467354,799.8
NL,D,0.6393916137393554,39.4
NL,E,0.5074145843930797,39.5
NL,F,0.41384579733359655,412.7
NL,G,0.4659258384488752,1435.1
NL,H,0.4362596393588561,447.2
NL,I,0.4257433903102617,431.3
NL,J,0.6955050521546511,428.90000000000003
NL,K,0.6732906581054963,293.7
NL,L,0.5813580581493593,72.5
NL,M,0.6640333177799852,844.0
NL,N,0.4768489981616998,441.4
NL,O,0.630682507024656,628.3
NL,P,0.6833930455626122,747.3
NL,Q,0.5884751382425463,1610.2000000000003
NL,R,0.6067829598852301,233.20000000000002
NL,S,0.5418146112583324,187.4
NL,T,0.4993376795162509,6.5
NO,A,0.271858979008423,47.800000000000004
NO,B,0.49190781660321,60.4
NO,C,0.44085210774161393,205.8
NO,E,0.19085775335775337,6.6
NO,F,0.35467130984572764,233.3
NO,G,0.5177854969922946,342.1
NO,H,0.43138457181658,132.9
NO,I,0.4700255125969103,103.0
NO,J,0.6991551605304285,120.0
NO,K,0.6390894084931218,57.900000000000006
NO,L,0.6365562643983697,20.9
NO,M,0.6809161197813175,167.6
NO,N,0.4628956014995831,94.69999999999999
NO,O,0.6661606924777372,163.3
NO,P,0.7054643378260691,229.1
NO,Q,0.5995062256918131,571.2
NO,R,0.6316641743873266,70.4
NO,S,0.5732530789861413,45.1
PL,A,0.24254821329062243,1343.9
PL,B,0.343593920939659,158.4
PL,C,0.3943377181735671,3314.7
PL,D,0.5205384231918284,193.3
PL,E,0.4041379368993841,185.2
PL,F,0.34695686181762864,1341.9
PL,G,0.5051775523966301,2344.4
PL,H,0.40647478541164905,1131.0
PL,I,0.4675559304526195,407.5
PL,J,0.7049842046106866,516.0
PL,K,0.6787107955954544,412.29999999999995
PL,L,0.5316521812903853,165.6
PL,M,0.6772022885512186,712.3
PL,N,0.4488731322281487,475.1
PL,O,0.6139185765512865,1041.6
PL,P,0.645793334231007,1329.2
PL,Q,0.6239307417666515,1157.6
PL,R,0.5922366943300921,227.7
PL,S,0.4918312434093552,311.8
PL,T,0.46073738137230197,62.4
PT,A,0.282329463071078,131.7
PT,B,0.23080540858318638,6.4
PT,C,0.384157819048078,838.5
PT,D,0.5738208908399931,16.8
PT,E,0.45994568547013504,31.0
PT,F,0.3531878135859182,329.79999999999995
PT,G,0.4854316556163413,728.1
PT,H,0.4025197990749422,232.0
PT,I,0.47319089337066733,297.7
PT,J,0.698841503273513,185.0
PT,K,0.6533440241884246,100.9
PT,L,0.5699068858082933,47.199999999999996
PT,M,0.707552820400927,240.70000000000002
PT,N,0.46687972140867284,164.5
PT,O,0.5447915989288042,316.3
PT,P,0.6650102315841431,418.40000000000003
PT,Q,0.5973376131077283,493.90000000000003
PT,R,0.6115658900819373,72.9
PT,S,0.48326055493043585,112.69999999999999
PT,T,0.21161772474348786,93.60000000000001
RO,A,0.24859820516079026,870.7
