geo,nace_r2,time_period,gva_millions,hours_thousands,labor_productivity,AIIE_Index
AT,A,2008,4350.4,527584.0,8.245890701765028,0.2621947597133048
AT,A,2009,4044.6,504012.0,8.024808933120639,0.2621947597133048
AT,A,2010,3801.7,487378.0,7.800311052201782,0.2621947597133048
AT,A,2011,4385.3,501351.0,8.746965698682162,0.2621947597133048
AT,A,2012,4096.2,452804.0,9.046298177577937,0.2621947597133048
AT,A,2013,3813.7,434137.0,8.784554184508577,0.2621947597133048
AT,A,2014,4118.4,435834.0,9.449469293354808,0.2621947597133048
AT,A,2015,3945.0,416177.0,9.47913988519308,0.2621947597133048
AT,A,2016,4150.9,413752.0,10.032338212262419,0.2621947597133048
AT,A,2017,4107.9,406137.0,10.114567251937153,0.2621947597133048
AT,A,2018,4224.9,393352.0,10.740761455388556,0.2621947597133048
AT,A,2019,4163.7,380631.0,10.93894086398638,0.2621947597133048
AT,A,2020,4035.9,403537.0,10.001313386380927,0.2621947597133048
AT,A,2021,4272.6,405195.0,10.54455262281124,0.2621947597133048
AT,A,2022,4416.7,395438.0,11.169133972961628,0.2621947597133048
AT,A,2023,4201.6,361630.0,11.618505101899732,0.2621947597133048
AT,A,2024,4294.7,349165.0,12.29991551272321,0.2621947597133048
BE,A,2008,2705.9,138806.0,19.494114087287294,0.2653052992863647
BE,A,2009,2838.6,143176.0,19.825948482985975,0.2653052992863647
BE,A,2010,3080.0,144216.0,21.356853608476175,0.2653052992863647
BE,A,2011,3095.9,145406.0,21.291418510928022,0.2653052992863647
BE,A,2012,3156.5,136503.0,23.124033904016763,0.2653052992863647
BE,A,2013,2885.7,137549.0,20.979432783953353,0.2653052992863647
BE,A,2014,3104.6,141150.0,21.995040736804814,0.2653052992863647
BE,A,2015,3572.6,142077.0,25.1455196829888,0.2653052992863647
BE,A,2016,3309.7,148117.0,22.34517307263852,0.2653052992863647
BE,A,2017,3470.4,149450.0,23.221144195383072,0.2653052992863647
BE,A,2018,3153.7,151377.0,20.833415908625486,0.2653052992863647
BE,A,2019,3296.6,152917.0,21.558100145830743,0.2653052992863647
BE,A,2020,3170.8,154819.0,20.480690354543047,0.2653052992863647
BE,A,2021,3141.0,153845.0,20.416653124898435,0.2653052992863647
BE,A,2022,3044.0,152472.0,19.964321318012487,0.2653052992863647
BE,A,2023,3299.2,145044.0,22.746201152753645,0.2653052992863647
BE,A,2024,3404.9,145524.0,23.39751518649845,0.2653052992863647
BG,A,2008,1900.9,1101162.0,1.7262673430430764,0.2691713950743482
BG,A,2009,1732.2,1101356.0,1.5727884535064047,0.2691713950743482
BG,A,2010,1544.0,1062482.0,1.4532010895243401,0.2691713950743482
BG,A,2011,1632.2,1030625.0,1.5836992116434203,0.2691713950743482
BG,A,2012,1452.0,966622.0,1.502138374669726,0.2691713950743482
BG,A,2013,1504.7,978677.0,1.5374837663498786,0.2691713950743482
BG,A,2014,1610.5,993181.0,1.6215573999099862,0.2691713950743482
BG,A,2015,1484.1,965831.0,1.5366042299325657,0.2691713950743482
BG,A,2016,1594.9,930491.0,1.7140412964768064,0.2691713950743482
BG,A,2017,1729.8,988592.0,1.749761276643954,0.2691713950743482
BG,A,2018,1698.7,925656.0,1.8351309773825266,0.2691713950743482
BG,A,2019,1732.5,830766.0,2.085424776651909,0.2691713950743482
BG,A,2020,1686.2,835149.0,2.0190409136573235,0.2691713950743482
