STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2008,,527584,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2009,,504012,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2010,,487378,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2011,,501351,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2012,,452804,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2013,,434137,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2014,,435834,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2015,,416177,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2016,,413752,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2017,,406137,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2018,,393352,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2019,,380631,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2020,,403537,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2021,,405195,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2022,,395438,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2023,,361630,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,AT,Austria,2024,,349165,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2008,,138806,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2009,,143176,,b,break in time series,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2010,,144216,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2011,,145406,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2012,,136503,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2013,,137549,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2014,,141150,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2015,,142077,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2016,,148117,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2017,,149450,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2018,,151377,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2019,,152917,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2020,,154819,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2021,,153845,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2022,,152472,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2023,,145044,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BE,Belgium,2024,,145524,,p,provisional,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2008,,1101162,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2009,,1101356,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2010,,1062482,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2011,,1030625,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2012,,966622,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2013,,978677,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2014,,993181,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2015,,965831,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2016,,930491,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2017,,988592,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2018,,925656,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2019,,830766,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2020,,835149,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2021,,783686,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2022,,753642,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2023,,727019,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,BG,Bulgaria,2024,,683240,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2008,,316011.00000000,,e,estimated,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2009,,311879.00000000,,e,estimated,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2010,,333857,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2011,,332798,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2012,,332907,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2013,,334228,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2014,,337050,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2015,,329378,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2016,,326922,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2017,,313742,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2018,,303635,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2019,,270920,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2020,,276419,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2021,,256170,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2022,,244766,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2023,,253811,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CH,Switzerland,2024,,251743,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2008,,50666,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2009,,50947,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2010,,50367,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2011,,51007,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2012,,47343,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2013,,47314,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2014,,46696,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2015,,46124,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2016,,47232,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2017,,46357,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2018,,43772,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2019,,44855,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2020,,44830,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2021,,45293,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2022,,45703,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2023,,45996,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CY,Cyprus,2024,,46586,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2008,,332274,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2009,,325802,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2010,,305682,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2011,,326194,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2012,,315195,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2013,,324879,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2014,,323416,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2015,,317333,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2016,,315440,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2017,,319808,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2018,,326152,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2019,,304896,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2020,,287753,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2021,,293729,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2022,,304948,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2023,,298934,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,CZ,Czechia,2024,,302779,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,DE,Germany,2008,,1265949,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,DE,Germany,2009,,1242690,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,DE,Germany,2010,,1225437,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,DE,Germany,2011,,1226214,,,,,
dataflow,ESTAT:NAMA_10_A64_E(1.0),Employment by detailed industry (NACE Rev.2) - national accounts,A,Annual,THS_HW,Thousand hours worked,A,"Agriculture, forestry and fishing",EMP_DC,Total employment domestic concept,DE,Germany,2012,,1199660,,,,,
